GeneSymbol,N_SNPs,Threshold_Used,Mean_F_stat,Is_Weak_Instrument,MR_Method,MR_Beta,MR_SE,MR_CI_Lower,MR_CI_Upper,MR_Pvalue,Cochran_Q,Cochran_Q_Pval,Top_Instrument_SNP,MR_FDR
CACNA1C-AS2,1,5.0e-08,215.44955523999997,False,Wald Ratio,-0.0008745612640016768,0.001276431670911143,-0.003376367338987517,0.0016272448109841634,0.4932422993453558,0.0,1.0,rs55830098,0.8369232355136345
ANKLE2,1,5.0e-08,862.0389602500001,False,Wald Ratio,0.0008677162253111292,0.0012664897830082654,-0.001614603749385071,0.0033500362000073295,0.4932588616625555,0.0,1.0,rs13254,0.8369232355136345
SENP5,1,5.0e-08,146.96227984,False,Wald Ratio,-0.0022702957187007685,0.003314822530455954,-0.008767347878394439,0.004226756440992902,0.4934120201173444,0.0,1.0,rs555582,0.8370073276356738
NRD1,3,5.0e-08,508.99495419333334,False,IVW,0.0005208375090630573,0.0007604784868192585,-0.0009697003251026892,0.002011375343228804,0.49341881519051745,1.9963991744097207,0.3685423726204541,rs2747525,0.8370073276356738
CACNB3,3,5.0e-08,835.6253722066667,False,IVW,-0.0017077577548788821,0.002055480244141896,-0.005736499033396999,0.002320983523639234,0.49345954390461366,11.482939905191117,0.0032100461898076915,rs12369114,0.8370073276356738
TMEM80,1,5.0e-08,6493.28144481,False,Wald Ratio,0.0004029652687619338,0.0005884971945877409,-0.0007504892326300383,0.001556419770153906,0.49351047000307036,0.0,1.0,rs12277188,0.837008264731144
MRS2,1,5.0e-08,1008.443536,False,Wald Ratio,0.0009759304191507211,0.0014260023597041122,-0.001819034205869339,0.0037708950441707814,0.49373394730374276,0.0,1.0,rs12523750,0.8373018236781986
IGKV3-15,2,1.0e-05 (relaxed),23.39935978,False,IVW,-0.0015750337767898468,0.0023024927622303576,-0.006087919590761348,0.002937852037181654,0.49393986285158786,0.05816194761902371,0.8094250022491233,rs113455980,0.8373888137523818
C9orf64,1,5.0e-08,740.03585296,False,Wald Ratio,0.0011242862525722408,0.0016436393796932982,-0.0020972469316266236,0.004345819436771105,0.4939609830168772,0.0,1.0,rs62565779,0.8373888137523818
PIGT,1,5.0e-08,437.11101184,False,Wald Ratio,-0.001484461207748657,0.0021703198670249358,-0.005738288147117531,0.002769365731620217,0.49398610024714085,0.0,1.0,rs6104154,0.8373888137523818
LENG8,1,1.0e-05 (relaxed),22.301061760000003,False,Wald Ratio,0.004556055939367252,0.006661267994109362,-0.008500029329087097,0.0176121412078216,0.49399899481398113,0.0,1.0,rs7248412,0.8373888137523818
RP11-154D6.1,1,5.0e-08,288.81303024999994,False,Wald Ratio,0.0007331283556806449,0.0010719791023812968,-0.001367950684986697,0.0028342073963479866,0.4940372256388179,0.0,1.0,rs9455394,0.8373888137523818
PAPSS2,3,5.0e-08,305.9459077366667,False,IVW,-0.0017543289212572698,0.0021151306470685305,-0.0058999849895115895,0.0023913271469970503,0.4941003107812718,4.1623016816001535,0.12478652011243896,rs1555434,0.8374103186394953
ATMIN,1,5.0e-08,152.26819609,False,Wald Ratio,0.0025456266308132697,0.0037232556461112344,-0.00475195443556475,0.009843207697191289,0.4941583902089228,0.0,1.0,rs111889995,0.8374233362275841
RP11-497H16.4,2,5.0e-08,341.61925674500003,False,IVW,-0.00046111248063033773,0.0006746232698916927,-0.0017833740896180553,0.0008611491283573799,0.49428395046527873,0.07592227219312854,0.7829014261531213,rs13168712,0.8375160640566315
ALKBH3,1,5.0e-08,578.6093484900001,False,Wald Ratio,0.001238213592529217,0.0018118669784351585,-0.002313045685203694,0.0047894728702621275,0.4943598033429568,0.0,1.0,rs4755217,0.8375160640566315
RNA5SP219,1,5.0e-08,99.51858080999999,False,Wald Ratio,-0.0010750699912909247,0.0015731568541914377,-0.004158457425506142,0.0020083174429242935,0.49436432091161775,0.0,1.0,rs958293,0.8375160640566315
TMPO,1,5.0e-08,110.32351225000002,False,Wald Ratio,0.0027961024370811234,0.004092190521637899,-0.00522459098532916,0.010816795859491406,0.4944313965806111,0.0,1.0,rs57849270,0.8375443047796343
AC109309.4,1,5.0e-08,1164.80911849,False,Wald Ratio,-0.0003893792079082686,0.0005699394397610902,-0.0015064605098400053,0.0007277020940234683,0.494484260947341,0.0,1.0,rs7104488,0.8375484688991862
SLC38A2,1,1.0e-05 (relaxed),29.686152250000003,False,Wald Ratio,0.005432518225070841,0.007957262294187866,-0.010163715871537377,0.02102875232167906,0.4947888637940008,0.0,1.0,rs2960450,0.837891731445711
CTDSPL,1,5.0e-08,43.91845441,False,Wald Ratio,-0.0044786981974873534,0.0065608755893005735,-0.017338014352516477,0.008380617957541771,0.4948360776732499,0.0,1.0,rs6550512,0.837891731445711
PARP14,2,5.0e-08,1337.19228805,False,IVW,-0.0006219253460688636,0.0009110671738602013,-0.002407617006834858,0.0011637663146971309,0.49483820177399873,0.17248614958074926,0.6779116740167885,rs13095945,0.837891731445711
NAV2,1,5.0e-08,375.59602808999995,False,Wald Ratio,0.0015728326069121064,0.0023057598662464527,-0.002946456730930941,0.006092121944755153,0.49515548296172396,0.0,1.0,rs10766583,0.8383435403395155
OXA1L,1,5.0e-08,109.977169,False,Wald Ratio,0.0019551697033677643,0.0028673129244843783,-0.0036647636286216167,0.007575103035357146,0.4953134287569285,0.0,1.0,rs11157756,0.8384044396671597
RP4-713B5.2,1,5.0e-08,147.015625,False,Wald Ratio,-0.0008978789143590994,0.0013170853320795444,-0.003479366165235006,0.0016836083365168075,0.49541817847030556,0.0,1.0,rs2815409,0.8384044396671597
RP11-247A12.2,1,5.0e-08,217.64805840999995,False,Wald Ratio,0.0008523088814927674,0.001250348966773244,-0.0015983750933827908,0.0033029928563683255,0.4954559868612338,0.0,1.0,rs7861435,0.8384044396671597
INSC,1,5.0e-08,366.6688819599999,False,Wald Ratio,0.0014176028210024139,0.0020797489487870855,-0.0026587051186202732,0.005493910760625101,0.4954779444781574,0.0,1.0,rs1540151,0.8384044396671597
TP53INP1,2,5.0e-08,550.8443000899999,False,IVW,0.003851567002155874,0.003797761698282072,-0.003592045926476987,0.011295179930788735,0.4955220965470579,8.281665216438446,0.004004738522235818,rs10956933,0.8384044396671597
MAL,2,5.0e-08,492.38306437,False,IVW,0.0009633745409153204,0.0014136523816678907,-0.0018073841271537454,0.003734133208984386,0.49556839223915183,0.21713388689768398,0.6412324842597532,rs3112996,0.8384044396671597
CTD-2033C11.1,1,1.0e-05 (relaxed),21.45820329,False,Wald Ratio,0.002695505962212575,0.003955450794549817,-0.005057177595105065,0.010448189519530216,0.49557655644753984,0.0,1.0,rs152999,0.8384044396671597
SNAP23,2,5.0e-08,161.18439521,False,IVW,-0.002382569318612951,0.0023498245137274056,-0.006988225365518666,0.002223086728292764,0.49559511352978114,1.0988241109622598,0.2945243076704651,rs56357092,0.8384044396671597
ZNF148,1,5.0e-08,242.56816515999995,False,Wald Ratio,0.002334122294319999,0.003426158082019713,-0.004381147546438638,0.009049392135078636,0.4957036946287545,0.0,1.0,rs1455051,0.8385027578083462
CCR5,3,5.0e-08,253.41005087,False,IVW,-0.002601155369023672,0.0031507755653079335,-0.008776675477027221,0.0035743647389798773,0.4958545122193325,8.959762484767568,0.011334759163720065,rs1799987,0.8386136974585561
IFNGR2,2,5.0e-08,1857.389940905,False,IVW,-0.0013976851958982996,0.0013796681325212877,-0.004101834735640023,0.0013064643438434242,0.4958702201209866,3.4204985431147503,0.06439156474801111,rs17879003,0.8386136974585561
CNPY4,3,5.0e-08,581.87787881,False,IVW,-0.0011288872083073799,0.0013680443828888496,-0.003810254198769525,0.0015524797821547653,0.49602632897361754,3.330684725557253,0.18912589722909334,rs77686669,0.8387303399050827
RP11-93B14.6,1,1.0e-05 (relaxed),21.069018009999997,False,Wald Ratio,-0.004543647846322152,0.0066746354524754555,-0.017625933333174044,0.008538637640529742,0.4960401450558045,0.0,1.0,rs3908923,0.8387303399050827
SMPD4P1,1,5.0e-08,4444.10222881,False,Wald Ratio,0.00025478145605838,0.00037435617926028116,-0.00047895665529177104,0.000988519567408531,0.49613368840992544,0.0,1.0,rs13055518,0.8387748616925185
ZNF432,1,5.0e-08,44.06171641,False,Wald Ratio,-0.004507655399224636,0.006623749183860646,-0.017490203799591503,0.00847489300114223,0.4961693756179022,0.0,1.0,rs11670350,0.8387748616925185
TTC19,3,5.0e-08,806.8765665533333,False,IVW,-0.0006284258175059458,0.0009235408962375457,-0.002438565974131535,0.0011817143391196438,0.49621791589055464,1.7377015472673691,0.41943329617936,rs178800,0.8387748616925185
CCDC111,1,5.0e-08,185.31376899999998,False,Wald Ratio,0.0012274831947954037,0.0018042114527808135,-0.002308771252654991,0.004763737642245798,0.4962871061834264,0.0,1.0,rs2705881,0.8388064852348504
TCP11L2,2,5.0e-08,853.2832878400002,False,IVW,0.0007538259322649864,0.0011083798383325814,-0.0014185985508668728,0.0029262504153968454,0.49643154541163836,0.32925417016933545,0.5660985900639107,rs2252929,0.8389652724328501
MAP3K6,3,5.0e-08,328.88976039333335,False,IVW,-0.0007963903266675894,0.001171572646235043,-0.0030926727132882734,0.0014998920599530946,0.4966553002355547,0.35918779663064726,0.8356094849363984,rs11548322,0.8391504430401567
PFN1,2,5.0e-08,78.60374370500001,False,IVW,-0.002439602055679779,0.002414596734182022,-0.007172211654676542,0.0022930075433169835,0.49672062435733055,1.1988833539456567,0.27354497412080514,rs56377005,0.8391504430401567
GPR83,1,5.0e-08,1057.4528422500002,False,Wald Ratio,-0.0008430928631052724,0.0012405509271406151,-0.003274572680300878,0.0015883869540903334,0.49675039077587124,0.0,1.0,rs534402,0.8391504430401567
DAPK2,3,5.0e-08,175.56683105333332,False,IVW,0.0012959201041558236,0.0019070969361512466,-0.00244198989070062,0.005033830099012267,0.4968052532683962,0.16999741756101214,0.9185134704031901,rs332280,0.8391504430401567
CTC-563A5.2,1,5.0e-08,40.66357824,False,Wald Ratio,0.00264220719090831,0.003888776257046826,-0.004979794272903468,0.01026420865472009,0.4968563351322648,0.0,1.0,rs13354862,0.8391504430401567
SLC39A8,1,5.0e-08,374.52312675999997,False,Wald Ratio,0.0015113994146520625,0.0022244826138928227,-0.00284858650857787,0.005871385337881996,0.49685998168278545,0.0,1.0,rs4699015,0.8391504430401567
IVD,2,5.0e-08,1650.41502925,False,IVW,0.0005369500451901041,0.000790526986710602,-0.0010124828487626757,0.0020863829391428836,0.49699182104081596,0.8369266155615853,0.36027724222519786,rs7165012,0.8391504430401567
RGS9,1,5.0e-08,67.14983025,False,Wald Ratio,0.0047619284304231966,0.00701115238541391,-0.008979930244988065,0.01850378710583446,0.49701532827165584,0.0,1.0,rs113314504,0.8391504430401567
CDK5RAP3,2,5.0e-08,372.77579826499993,False,IVW,0.000980504687196579,0.001443791298126488,-0.0018493262571313374,0.0038103356315244957,0.49706308577080116,0.055924696132096045,0.8130570986186484,rs2525105,0.8391504430401567
SNRPF,1,5.0e-08,106.646929,False,Wald Ratio,0.0019818135236325837,0.0029183874203065896,-0.0037382258201683317,0.007701852867433499,0.49708826077738744,0.0,1.0,rs79232656,0.8391504430401567
POU5F1P3,1,5.0e-08,597.8709619599998,False,Wald Ratio,0.0005781875873846909,0.0008514617206958087,-0.0010906773851790939,0.002247052559948476,0.4971043169386282,0.0,1.0,rs10770233,0.8391504430401567
DHX29,2,1.0e-05 (relaxed),26.046252805,False,IVW,-0.012322045885441923,0.012212101399950883,-0.03625776462934565,0.011613672858461805,0.49714714499803225,3.657492117383563,0.05581759152396426,rs7730986,0.8391504430401567
OAT,1,5.0e-08,784.9018592100001,False,Wald Ratio,-0.001104836595257498,0.0016277709837459443,-0.004295267723399549,0.002085594532884553,0.4973013250304117,0.0,1.0,rs9422943,0.8392102575334895
PIP4K2A,2,5.0e-08,116.60960705,False,IVW,0.0019399438514258814,0.002858165285688307,-0.0036620601085232,0.007541947811374963,0.4973042252316189,0.5856654262335313,0.4441001834958441,rs10430590,0.8392102575334895
RPIA,3,5.0e-08,269.8503917633333,False,IVW,0.0015623228510723015,0.0018999656660505316,-0.0021616098543867403,0.005286255556531344,0.49734625791452647,3.2863082938081325,0.19336916464641518,rs6742972,0.8392102575334895
FAM177B,2,5.0e-08,842.5916164899999,False,IVW,0.0007814213323428002,0.001151615673786496,-0.001475745388278732,0.0030385880529643326,0.49742715125271486,0.7069336822480727,0.40046363830841025,rs2378602,0.8392102575334895
WDYHV1,1,5.0e-08,4287.735168640001,False,Wald Ratio,-0.0004727022239667651,0.0006968483195116615,-0.0018385249302096216,0.0008931204822760915,0.49755420028024466,0.0,1.0,rs4541892,0.8392102575334895
RAPSN,2,5.0e-08,61.84643413,False,IVW,-0.005235464598204021,0.005195518120949335,-0.015418680115264718,0.004947750918856676,0.49756201370266484,1.8658048176821498,0.17195633333250837,rs7928842,0.8392102575334895
TOMM20,1,5.0e-08,189.16426369,False,Wald Ratio,0.002303108218269603,0.0033954395446489,-0.004351953289242241,0.008958169725781447,0.49758493855019803,0.0,1.0,rs4300293,0.8392102575334895
C1orf228,2,5.0e-08,346.84816804999997,False,IVW,0.0011175090622311669,0.001647534130041138,-0.0021116578326494636,0.004346675957111797,0.49758663079080034,0.7090922335180142,0.39974533316260075,rs6429548,0.8392102575334895
RFX2,1,5.0e-08,210.95529049,False,Wald Ratio,0.002164322350137454,0.003192516006865091,-0.004093009023318123,0.008421653723593032,0.49781211049167107,0.0,1.0,rs74792734,0.8394349014312829
WASH2P,2,5.0e-08,937.9097489250001,False,IVW,0.000540984964693907,0.000537486419579761,-0.0005124884176824246,0.0015944583470702386,0.49793482218076424,1.146107137198887,0.28436554730723884,rs6542169,0.8394349014312829
GLUL,1,5.0e-08,457.45082161000005,False,Wald Ratio,-0.0013784354207303474,0.0020339152012175056,-0.005364909215116658,0.002608038373655964,0.4979459970550224,0.0,1.0,rs10752870,0.8394349014312829
RP11-849H4.2,1,1.0e-05 (relaxed),23.480808489999998,False,Wald Ratio,-0.004989666807227007,0.007362640361423085,-0.019420441915616253,0.009441108301162241,0.4979614583608567,0.0,1.0,rs559314,0.8394349014312829
C5AR1,1,5.0e-08,78.73190361000002,False,Wald Ratio,0.0034520588288974815,0.005093910522462592,-0.006532005795129199,0.013436123452924161,0.49797242557824717,0.0,1.0,rs61091270,0.8394349014312829
RP11-84A19.4,1,1.0e-05 (relaxed),25.582352410000002,False,Wald Ratio,0.0021003301042479177,0.003100144777160454,-0.003975953658986572,0.008176613867482408,0.49809244909362005,0.0,1.0,rs4245638,0.8395145711117504
SCAF11,1,5.0e-08,30.110461290000003,False,Wald Ratio,-0.004845063208736249,0.007151916833380221,-0.018862820202161484,0.009172693784688985,0.49812073643420485,0.0,1.0,rs10880868,0.8395145711117504
VN1R1,1,5.0e-08,262.17438724000004,False,Wald Ratio,-0.0017961997190065369,0.0026520754806376367,-0.0069942676610563045,0.003401868223043231,0.4982278305827661,0.0,1.0,rs56740940,0.8395753588712911
CLEC2B,1,5.0e-08,504.04740099999987,False,Wald Ratio,-0.0008928934787223597,0.0013184427111347184,-0.0034770411925464074,0.0016912542351016882,0.49825786072639633,0.0,1.0,rs253150,0.8395753588712911
ALDH1A1,4,5.0e-08,469.3829807475001,False,IVW,0.0009579638633329265,0.001247928841641464,-0.0014879766662843426,0.0034039043929501955,0.4985857351903453,4.164497672885309,0.24424046475269867,rs1414167,0.8399765781415539
PUS10,2,5.0e-08,524.02538248,False,IVW,-0.0006301242394760574,0.0009311738610270903,-0.0024552250070891545,0.0011949765281370397,0.49859707451914703,0.09767921727156537,0.7546326417594742,rs13005116,0.8399765781415539
PAPLN,1,5.0e-08,261.52388089000004,False,Wald Ratio,-0.0018205650997173885,0.0026910933744457776,-0.0070951081136311125,0.0034539779141963354,0.498713710279572,0.0,1.0,rs10498532,0.8400878963914606
KLRC1,2,5.0e-08,1755.5021257,False,IVW,0.0012569714737897025,0.0012527663485723364,-0.0011984505694120765,0.0037123935169914813,0.4989333294778331,2.4930030216539683,0.11435334331608749,rs11053802,0.8402352094105485
HOXB-AS1,3,5.0e-08,503.60083449000007,False,IVW,0.0010473511858889281,0.0012792262428387665,-0.0014599322500750541,0.0035546346218529104,0.4989716040407699,13.306301378489492,0.0012899514599725714,rs7214534,0.8402352094105485
SKP1,2,5.0e-08,218.56640696499989,False,IVW,0.004418872075235469,0.0044048475287352335,-0.004214629081085588,0.013052373231556526,0.4989881482545988,3.578192727649574,0.05854280973408732,rs244936,0.8402352094105485
CDKL1,2,5.0e-08,777.64673601,False,IVW,0.0005305542612694645,0.00078477553938884,-0.001007605795932662,0.0020687143184715913,0.499003433224801,0.07570330934492708,0.783206880871638,rs12588912,0.8402352094105485
SNORD14A,3,5.0e-08,2629.9606279366667,False,IVW,0.00042654536801207065,0.0005211741620022189,-0.0005949559895122784,0.0014480467255364197,0.4991121064293369,2.3634083596438153,0.3067555263256345,rs1541533,0.8402480962380328
CBWD1,1,5.0e-08,1240.47657616,False,Wald Ratio,-0.00044177331400834825,0.0006536198221158264,-0.001722868165355368,0.0008393215373386715,0.4991122237523702,0.0,1.0,rs3008111,0.8402480962380328
B4GALT1,1,5.0e-08,1011.1827608099998,False,Wald Ratio,-0.0009366831310686761,0.0013863704139080023,-0.0036539691423283604,0.0017806028801910082,0.49927115142647427,0.0,1.0,rs1411609,0.84028568377707
FCRL6,1,5.0e-08,3505.1017752099997,False,Wald Ratio,0.0005222515635755759,0.0007730374654133776,-0.0009929018686346443,0.002037404995785796,0.4993049502470994,0.0,1.0,rs11585836,0.84028568377707
CTB-186H2.2,1,1.0e-05 (relaxed),27.24318025,False,Wald Ratio,0.0020773810487823936,0.003075438203026258,-0.003950477829149071,0.008105239926713859,0.4993741475092546,0.0,1.0,rs11650696,0.84028568377707
MCCC1-AS1,1,5.0e-08,29.884808890000013,False,Wald Ratio,0.0020013146717923667,0.002963163244091055,-0.003806485286626101,0.007809114630210834,0.49942290516866406,0.0,1.0,rs1566705,0.84028568377707
C6orf164,2,5.0e-08,749.305629445,False,IVW,0.0008886547129561845,0.000887159940891892,-0.0008501787711919237,0.002627488197104293,0.49946413257458766,2.570383196419576,0.1088813540653002,rs447077,0.84028568377707
GRSF1,1,5.0e-08,37.98133641,False,Wald Ratio,-0.005165773828157986,0.007650359299019157,-0.020160478054235535,0.009828930397919561,0.49952784600708444,0.0,1.0,rs6814981,0.84028568377707
TSPAN4,1,5.0e-08,2117.86801209,False,Wald Ratio,-0.0006736836186838466,0.0009978656016343956,-0.002629500197887262,0.0012821329605195687,0.4995966033650068,0.0,1.0,rs3059,0.84028568377707
ZNF615,1,5.0e-08,73.26846409,False,Wald Ratio,-0.003966562980675188,0.005875471415125123,-0.015482486954320428,0.007549360992970052,0.4996087489361616,0.0,1.0,rs7259137,0.84028568377707
CYP27A1,3,5.0e-08,6097.918274309999,False,IVW,0.0011069347629744724,0.0013544028900223787,-0.0015476949014693899,0.0037615644274183345,0.4996374853757706,23.253894726772053,8.922384170606534e-06,rs7594046,0.84028568377707
RP11-488L18.8,1,5.0e-08,271.08963904,False,Wald Ratio,0.0006853953608365407,0.001015655364822642,-0.0013052891542158376,0.002676079875888919,0.49978337071315315,0.0,1.0,rs6691539,0.84028568377707
ZNF395,1,5.0e-08,86.64631056000002,False,Wald Ratio,-0.0034880370016459783,0.005169060854278705,-0.01361939627603224,0.006643322272740284,0.49980840445943775,0.0,1.0,rs118073710,0.84028568377707
MT1X,1,5.0e-08,1446.5471222499998,False,Wald Ratio,0.0007978375869770682,0.001182369145290606,-0.0015196059377925197,0.003115281111746656,0.49981633613953735,0.0,1.0,rs6416771,0.84028568377707
C11orf75,3,5.0e-08,1583.041766913333,False,IVW,-0.0006252076740157861,0.0007654052411899233,-0.0021254019467480357,0.0008749865987164635,0.4998458646835129,3.29979538162315,0.19206955809618587,rs11606261,0.84028568377707
RPS6,1,5.0e-08,51.89905680999999,False,Wald Ratio,-0.002267997942840667,0.0033630568103700004,-0.008859589291165867,0.004323593405484534,0.500066033163074,0.0,1.0,rs35567310,0.84028568377707
EME2,1,5.0e-08,498.20472025,False,Wald Ratio,0.0013490441065360777,0.002000427215581977,-0.002571793236004598,0.005269881449076753,0.5000710253103309,0.0,1.0,rs1033476,0.84028568377707
RP11-347C12.3,1,1.0e-05 (relaxed),20.863883290000004,False,Wald Ratio,0.003415425924155171,0.005065174738694876,-0.006512316563686785,0.013343168411997126,0.5001232898341135,0.0,1.0,rs112131656,0.84028568377707
TMTC4,2,5.0e-08,1966.6606753,False,IVW,0.0004962834198604399,0.0007360095316667933,-0.000946295262206475,0.0019388621019273545,0.5001273466724754,0.04989674728084185,0.8232430386161017,rs1283219,0.84028568377707
SBF2-AS1,1,5.0e-08,198.28582596,False,Wald Ratio,-0.0005867219443221945,0.000870148008160903,-0.0022922120403175645,0.0011187681516731753,0.5001343794269071,0.0,1.0,rs7105066,0.84028568377707
DDX5,2,5.0e-08,1270.801835825,False,IVW,0.00046947556755576835,0.0006963124122541126,-0.0008952967604622923,0.0018342478955738289,0.5001643236932496,0.3536004589888446,0.5520820397350363,rs1991401,0.84028568377707
PLD4,1,5.0e-08,565.6120627599997,False,Wald Ratio,-0.0010032409936179094,0.0014880238793451648,-0.0039197677971344325,0.0019132858098986135,0.5001776360642411,0.0,1.0,rs55791176,0.84028568377707
CLDN20,1,5.0e-08,62.75966841000002,False,Wald Ratio,0.003610028281261891,0.005354875283871805,-0.0068855272751268464,0.014105583837650627,0.500211311312083,0.0,1.0,rs162982,0.84028568377707
AL591479.1,1,1.0e-05 (relaxed),20.73982681,False,Wald Ratio,0.002676669820238641,0.003970725248201598,-0.0051059516662364905,0.010459291306713773,0.5002471102505281,0.0,1.0,rs78656278,0.84028568377707
RNF144B,4,5.0e-08,453.14073178750004,False,IVW,0.0013980461199046964,0.0018293392778645397,-0.0021874588647098014,0.004983551104519195,0.5003381705237966,9.354730042366995,0.024928080822832155,rs9371044,0.8402990561477552
ITGA6,1,5.0e-08,50.85258721,False,Wald Ratio,0.005523099225794611,0.008195884743991647,-0.010540834872429013,0.021587033324018238,0.5003832318569235,0.0,1.0,rs12613850,0.8402990561477552
GAMT,1,5.0e-08,497.78072099999997,False,Wald Ratio,-0.0011999496572842223,0.001780737473639809,-0.004690195105618248,0.0022902957910498033,0.5004067862651684,0.0,1.0,rs3786974,0.8402990561477552
NHLH1,1,5.0e-08,33.85145124,False,Wald Ratio,-0.005129304590962004,0.0076144003254403295,-0.02005352922882505,0.00979492004690104,0.5005452307573499,0.0,1.0,rs11265388,0.8403073204419435
LDLRAP1,3,5.0e-08,1829.3474388433335,False,IVW,-0.00040409228848788516,0.0005998722389858629,-0.0015798418769001764,0.000771657299924406,0.5005462020346176,1.4192624528193598,0.4918255362912537,rs4418583,0.8403073204419435
PDIA4,1,5.0e-08,465.2649,False,Wald Ratio,0.0015901625460244438,0.0023606803325533607,-0.003036770905780143,0.00621709599782903,0.5005634242738539,0.0,1.0,rs112634954,0.8403073204419435
COLQ,2,5.0e-08,744.9906098,False,IVW,-0.0007658619349729758,0.001137497219345072,-0.002995356484889317,0.0014636326149433652,0.5007648084993435,0.33158659069911783,0.5647263361326167,rs9883674,0.8403692201971172
RNF39,3,5.0e-08,154.16784796333334,False,IVW,-0.0013011387426045933,0.0015968283601427925,-0.0044309223284844665,0.00182864484327528,0.5007674265463979,7.341382565447722,0.025458864588982832,rs150853727,0.8403692201971172
RP11-107F6.3,2,5.0e-08,406.32354954,False,IVW,-0.0004224889625514003,0.0006275146750447266,-0.0016524177256390645,0.0008074398005362639,0.5007733481444236,0.8074356228911357,0.3688794972860091,rs62002090,0.8403692201971172
RALBP1,2,5.0e-08,2389.3775442499996,False,IVW,0.001051373513282183,0.0010542126380119734,-0.0010148832572212847,0.003117630283785651,0.5008584031779981,2.5947237179920335,0.10722013506543226,rs35234665,0.8403692201971172
COG2,1,5.0e-08,256.96410601,False,Wald Ratio,-0.001871730615860055,0.002781189765724007,-0.0073228625566791085,0.0035794013249589984,0.500949600471789,0.0,1.0,rs56065333,0.8403692201971172
NMT1,1,5.0e-08,406.49414688999997,False,Wald Ratio,-0.0012479386185556354,0.0018546769761964923,-0.00488310549190076,0.0023872282547894898,0.5010361326308623,0.0,1.0,rs9899380,0.8403692201971172
MTR,1,5.0e-08,317.69141120999996,False,Wald Ratio,0.0016708264355131915,0.0024832846053944933,-0.003196411391060015,0.006538064262086398,0.501055948125305,0.0,1.0,rs73129143,0.8403692201971172
CCNY,1,5.0e-08,125.70894399999999,False,Wald Ratio,0.0025398716183971416,0.003775082620312939,-0.004859290317416219,0.009939033554210502,0.5010752066455315,0.0,1.0,rs7909877,0.8403692201971172
CBR3-AS1,1,5.0e-08,304.45364195999997,False,Wald Ratio,0.0007273107185014037,0.0010811042375012392,-0.0013916535870010253,0.0028462750240038324,0.5011076218408512,0.0,1.0,rs2242801,0.8403692201971172
CDC34,1,5.0e-08,775.9623072100001,False,Wald Ratio,-0.0009645266776445998,0.0014337176768797748,-0.0037746133243289582,0.001845559969039759,0.5011094097695383,0.0,1.0,rs2288952,0.8403692201971172
SLC27A5,1,5.0e-08,96.54831081000002,False,Wald Ratio,-0.0027788367623010598,0.004131048960860111,-0.010875692725586878,0.005318019200984758,0.5011566323383025,0.0,1.0,rs3764531,0.8403692201971172
ICAM2,1,5.0e-08,529.12880784,False,Wald Ratio,0.0012344619160141557,0.0018355911968558312,-0.0023632968298232734,0.004832220661851585,0.5012561359961532,0.0,1.0,rs58370062,0.8404512568831565
RASGEF1A,1,5.0e-08,142.72364088999998,False,Wald Ratio,-0.0024147044322396396,0.0035912810036348363,-0.009453615199363918,0.00462420633488464,0.5013420048468329,0.0,1.0,rs10899781,0.8405104179734613
CPLX2,1,5.0e-08,92.43284164,False,Wald Ratio,0.0023798885569522475,0.0035412741727449443,-0.004561008821627843,0.009320785935532337,0.5015563152377904,0.0,1.0,rs73803460,0.8407848803461588
TMEM62,3,5.0e-08,72.28117376666667,False,IVW,0.002001497696373072,0.002979581197224124,-0.003838481450186211,0.007841476842932356,0.5017505518367789,0.27482519217649526,0.87161052883769,rs139431187,0.8409538682710702
LEPREL1,1,5.0e-08,152.36446096,False,Wald Ratio,-0.0022397275375002383,0.0033342889449480533,-0.008774933869598423,0.004295478794597946,0.5017583443692459,0.0,1.0,rs2675414,0.8409538682710702
FRAT2,3,5.0e-08,1592.28047126,False,IVW,0.0015122405224347526,0.0018612877555553185,-0.0021358834784536715,0.005160364523323177,0.5018527319962247,15.39190059832243,0.0004546647157269712,rs10882911,0.8410272309479848
TUBGCP2,1,5.0e-08,564.30477601,False,Wald Ratio,0.0007954229140055187,0.0011847507361819986,-0.0015266885289111985,0.0031175343569222356,0.5019758136465597,0.0,1.0,rs2995331,0.841148660705046
SLC22A15,2,5.0e-08,1638.6438732499998,False,IVW,-0.0023586105548753966,0.0023738334318731446,-0.00701132408134676,0.0022941029715959666,0.5020478110445499,9.111740308996952,0.0025397412842811384,rs12030384,0.8411777583438208
ZFHX3,1,5.0e-08,297.47280675999997,False,Wald Ratio,0.0017344551784599514,0.002584118664616915,-0.003330417404189202,0.006799327761109105,0.5020944274948251,0.0,1.0,rs62052404,0.8411777583438208
RP3-410C9.1,2,5.0e-08,70.11673608999999,False,IVW,0.0036433065695109412,0.003668639088760853,-0.0035472260444603305,0.010833839183482213,0.5022055850614238,1.3503764582049904,0.24521231466521665,rs845787,0.841279161344956
FAM22D,2,5.0e-08,346.30793794000004,False,IVW,0.001239580470894543,0.0012485059082561773,-0.0012074911092875644,0.0036866520510766506,0.5022837171473733,1.902086113510337,0.16784500233404798,rs2986492,0.8412908527332505
